#STORY EVENTS#;;;;;;;;;;;;;;x;
EVTNAME_rexteut_1001;Adelaide of Italy;Adelaide of Italy;Adelaide of Italy;;Adelaide of Italy;;;;;;;;;x;
EVTDESC_rexteut_7004;The Carolingian hegemony in Italy is over, and [Root.GetBestName] has risen to the throne. However, the Pope is less than impressed with [Root.GetHerHim], and has declared [Root.GetHerHis] rule invalid. Should his holiness choose to offer the Iron Crown of the Lombards to somebody else, it will give the impression that the Kings of Italy owe their power solely to the Pope...;The Carolingian hegemony in Italy is over, and [Root.GetBestName] has risen to the throne. However, the Pope is less than impressed with [Root.GetHerHim], and has declared [Root.GetHerHis] rule invalid. Should his holiness choose to offer the Iron Crown of the Lombards to somebody else, it will give the impression that the Kings of Italy owe their power solely to the Pope...;The Carolingian hegemony in Italy is over, and [Root.GetBestName] has risen to the throne. However, the Pope is less than impressed with [Root.GetHerHim], and has declared [Root.GetHerHis] rule invalid. Should his holiness choose to offer the Iron Crown of the Lombards to somebody else, it will give the impression that the Kings of Italy owe their power solely to the Pope...;;The Carolingian hegemony in Italy is over, and [Root.GetBestName] has risen to the throne. However, the Pope is less than impressed with [Root.GetHerHim], and has declared [Root.GetHerHis] rule invalid. Should his holiness choose to offer the Iron Crown of the Lombards to somebody else, it will give the impression that the Kings of Italy owe their power solely to the Pope...;;;;;;;;;;
EVTOPTA_rexteut_7004;Bah! I don't need his support!;Bah! I don't need his support!;Bah! I don't need his support!;;Bah! I don't need his support!;;;;;;;;;;
EVTDESC_rexteut_7005;To your surprise, and envoy from the Pope has arrived. It turns out that his holiness wants you to take the Kingdom of Italy, and is offering to crown you as Emperor should you do so. While the collapse of the Carolingian Empire would makes such a crowning symbolic at best, it's still a great opportunity...;To your surprise, and envoy from the Pope has arrived. It turns out that his holiness wants you to take the Kingdom of Italy, and is offering to crown you as Emperor should you do so. While the collapse of the Carolingian Empire would makes such a crowning symbolic at best, it's still a great opportunity...;To your surprise, and envoy from the Pope has arrived. It turns out that his holiness wants you to take the Kingdom of Italy, and is offering to crown you as Emperor should you do so. While the collapse of the Carolingian Empire would makes such a crowning symbolic at best, it's still a great opportunity...;;To your surprise, and envoy from the Pope has arrived. It turns out that his holiness wants you to take the Kingdom of Italy, and is offering to crown you as Emperor should you do so. While the collapse of the Carolingian Empire would makes such a crowning symbolic at best, it's still a great opportunity...;;;;;;;;;;
EVTOPTA_rexteut_7005;I won't let you down!;I won't let you down!;I won't let you down!;;I won't let you down!;;;;;;;;;;
EVTOPTB_rexteut_7005;I am honoured, but I'm afraid I must refuse.;I am honoured, but I'm afraid I must refuse.;I am honoured, but I'm afraid I must refuse.;;I am honoured, but I'm afraid I must refuse.;;;;;;;;;;
EVTDESC_rexteut_7006;Word has reached you that the Pope has given a claim to your titles to [From.GetBestName], even offering a Papal crowning should [From.GetSheHe] succeed.;Word has reached you that the Pope has given a claim to your titles to [From.GetBestName], even offering a Papal crowning should [From.GetSheHe] succeed.;Word has reached you that the Pope has given a claim to your titles to [From.GetBestName], even offering a Papal crowning should [From.GetSheHe] succeed.;;Word has reached you that the Pope has given a claim to your titles to [From.GetBestName], even offering a Papal crowning should [From.GetSheHe] succeed.;;;;;;;;;;
EVTOPTA_rexteut_7006;Let [From.GetHerHim] come!;Let [From.GetHerHim] come!;Let [From.GetHerHim] come!;;Let [From.GetHerHim] come!;;;;;;;;;;
EVTDESC_rexteut_7009;While the Pope who supported your claim to Italy is gone, the new Pope sitting in Rome has let it be known that he is carrying on his predecessor's support.;While the Pope who supported your claim to Italy is gone, the new Pope sitting in Rome has let it be known that he is carrying on his predecessor's support.;While the Pope who supported your claim to Italy is gone, the new Pope sitting in Rome has let it be known that he is carrying on his predecessor's support.;;While the Pope who supported your claim to Italy is gone, the new Pope sitting in Rome has let it be known that he is carrying on his predecessor's support.;;;;;;;;;;
EVTOPTA_rexteut_7009;Good to hear.;Good to hear.;Good to hear.;;Good to hear.;;;;;;;;;;
EVTDESC_rexteut_7010;The Pope who supported your claim to Italy is gone, and the new Pope sitting in Rome has let it be known that he is withdrawing Papal support for you.;The Pope who supported your claim to Italy is gone, and the new Pope sitting in Rome has let it be known that he is withdrawing Papal support for you.;The Pope who supported your claim to Italy is gone, and the new Pope sitting in Rome has let it be known that he is withdrawing Papal support for you.;;The Pope who supported your claim to Italy is gone, and the new Pope sitting in Rome has let it be known that he is withdrawing Papal support for you.;;;;;;;;;;
EVTOPTA_rexteut_7010;Son of a...!;Son of a...!;Son of a...!;;Son of a...!;;;;;;;;;;
EVTNAME_rexteut_7011;Pope crowns new King of Italy;Pope crowns new King of Italy;Pope crowns new King of Italy;;Pope crowns new King of Italy;;;;;;;;;;
EVTDESC_rexteut_7011;A new king of Italy has risen with Papal support. In addition, the Pope has crowned [Root.GetHerHim] with the old imperial regalia as a magnificent, if completely symbolic, gesture.;A new king of Italy has risen with Papal support. In addition, the Pope has crowned [Root.GetHerHim] with the old imperial regalia as a magnificent, if completely symbolic, gesture.;A new king of Italy has risen with Papal support. In addition, the Pope has crowned [Root.GetHerHim] with the old imperial regalia as a magnificent, if completely symbolic, gesture.;;A new king of Italy has risen with Papal support. In addition, the Pope has crowned [Root.GetHerHim] with the old imperial regalia as a magnificent, if completely symbolic, gesture.;;;;;;;;;;
EVTOPTA_rexteut_7011;Hail to the Emperor;Hail to the Emperor;Hail to the Emperor;;Hail to the Emperor;;;;;;;;;;
EVTDESCA_rexteut_7013;While you managed to gain the title of Italy, your position relies on Papal support. This has become increasingly clear with the ascension of a new Pope, who does not support your claim to the throne, and will likely find somebody else to support instead.;While you managed to gain the title of Italy, your position relies on Papal support. This has become increasingly clear with the ascension of a new Pope, who does not support your claim to the throne, and will likely find somebody else to support instead.;While you managed to gain the title of Italy, your position relies on Papal support. This has become increasingly clear with the ascension of a new Pope, who does not support your claim to the throne, and will likely find somebody else to support instead.;;While you managed to gain the title of Italy, your position relies on Papal support. This has become increasingly clear with the ascension of a new Pope, who does not support your claim to the throne, and will likely find somebody else to support instead.;;;;;;;;;;
EVTDESCB_rexteut_7013;While you have inherited the kingdom of Italy on your own terms, the Pope has saw fit to interfere, declaring that the Iron Crown of the Lombards can be given only with Papal consent. Consent that he's refusing to give you, and will likely give to somebody else.;While you have inherited the kingdom of Italy on your own terms, the Pope has saw fit to interfere, declaring that the Iron Crown of the Lombards can be given only with Papal consent. Consent that he's refusing to give you, and will likely give to somebody else.;While you have inherited the kingdom of Italy on your own terms, the Pope has saw fit to interfere, declaring that the Iron Crown of the Lombards can be given only with Papal consent. Consent that he's refusing to give you, and will likely give to somebody else.;;While you have inherited the kingdom of Italy on your own terms, the Pope has saw fit to interfere, declaring that the Iron Crown of the Lombards can be given only with Papal consent. Consent that he's refusing to give you, and will likely give to somebody else.;;;;;;;;;;
EVTOPTA_rexteut_7013;How dare he?!;How dare he?!;How dare he?!;;How dare he?!;;;;;;;;;;
EVTNAME_rexteut_7015;Italian instability ends!;Italian instability ends!;Italian instability ends!;;Italian instability ends!;;;;;;;;;;
EVTDESC_rexteut_7015;After a period of instability, the chaos in Italy has ended with the ascension of [Root.GetBestName]. Ruling as Emperor in more than just name with full Papal support, the Kingdom of Italy has been absorbed into the new Holy Roman Empire, with the Pope-crowned Emperors also being King of Italy by default.;After a period of instability, the chaos in Italy has ended with the ascension of [Root.GetBestName]. Ruling as Emperor in more than just name with full Papal support, the Kingdom of Italy has been absorbed into the new Holy Roman Empire, with the Pope-crowned Emperors also being King of Italy by default.;After a period of instability, the chaos in Italy has ended with the ascension of [Root.GetBestName]. Ruling as Emperor in more than just name with full Papal support, the Kingdom of Italy has been absorbed into the new Holy Roman Empire, with the Pope-crowned Emperors also being King of Italy by default.;;After a period of instability, the chaos in Italy has ended with the ascension of [Root.GetBestName]. Ruling as Emperor in more than just name with full Papal support, the Kingdom of Italy has been absorbed into the new Holy Roman Empire, with the Pope-crowned Emperors also being King of Italy by default.;;;;;;;;;;
